id,first_name,gender,age,expected_years_left,total years,criminal,IQ,health,job,skill,race,university,country,drug_use,smoking,relative_bais,psychopath,no_of_dependant,no_of_pet,killer,contribution_to_humanity
167,Madalyn,Female,17,23,40,0.0,94,0,Payment Adjustment Coordinator,Underwriting,Pueblo,Petrozavodsk State University,Russia,0,Seldom,0,0,0.0,0.0,0,0
168,Valdemar,Male,38,21,59,0.0,130,0,Cost Accountant,RDL,Puget Sound Salish,East China Jiao Tong University,China,0,0,0,0,0.0,3.0,0,0
169,Milissent,Female,20,24,44,0.0,99,0,Chemical Engineer,PDF Creator,Paiute,Universiteit Doesburg (UNDO),Netherlands,0,0,0,0,0.0,0.0,1,0
170,Jessy,Female,28,20,48,0.0,88,0,VP Product Management,DOS,Japanese,Tianjin Open University,China,Often,Never,1,0,6.0,0.0,0,0
171,Ettore,Male,10,13,23,0.0,74,0,Data Coordiator,ISO 14001,Osage,Universidad Internacional de las Américas,Costa Rica,Once,0,0,0,3.0,2.0,0,0
172,Mareah,Female,40,18,58,0.0,119,0,Information Systems Manager,Functional Training,Puget Sound Salish,Université de Valenciennes et du Hainaut-Cambrésis,France,0,0,0,0,5.0,5.0,0,0
173,Leontyne,Female,36,18,54,0.0,108,1,Computer Systems Analyst IV,Scheduling,Crow,Renmin University of China,China,0,0,1,0,4.0,2.0,0,0
174,Brodie,Male,29,29,58,0.0,89,0,Physical Therapy Assistant,VSE,Yuman,Universitas Sriwijaya,Indonesia,Often,0,0,0,5.0,2.0,0,0
175,Cinnamon,Female,32,16,48,0.0,86,1,Assistant Manager,Professional Ethics,Navajo,Institucion Universitaria de Envigado,Colombia,0,Daily,1,0,8.0,5.0,0,0
176,Nanette,Female,39,18,57,0.0,65,0,Social Worker,Sqoop,Chippewa,Leyte State University ,Philippines,0,0,0,0,0.0,0.0,0,0
177,Aindrea,Female,28,23,51,0.0,109,1,Research Associate,Legal Writing,Yakama,St. Petersburg State Mining Institute (Technical University),Russia,Often,0,0,0,7.0,0.0,0,0
178,Tabbitha,Female,32,18,50,0.0,90,0,Web Developer IV,SAP MM Module,White,Neijiang Teacher University,China,0,0,1,0,6.0,0.0,0,0
179,Trish,Female,21,28,49,0.0,90,1,Administrative Assistant III,JMP,Native Hawaiian,Escuela de Administración de Negocios,Colombia,Often,0,1,0,1.0,0.0,0,0
180,Barny,Male,33,21,54,1.0,108,0,Business Systems Development Analyst,HR Metrics,Apache,Central Academy of  Fine Art,China,0,Seldom,0,0,1.0,0.0,0,0
181,Georgy,Male,61,32,93,0.0,107,1,Analyst Programmer,VO,Filipino,Institute for Command Engineers of The Ministry for Emergency Situations,Belarus,0,0,0,1,8.0,3.0,0,0
182,Bondon,Male,24,18,42,0.0,90,0,Automation Specialist III,FDM,Asian Indian,Universidad Jóse Vasconcelos,Mexico,0,Never,0,1,0.0,0.0,0,0
183,Adda,Female,23,26,49,0.0,122,0,Librarian,PKI,Hmong,International Sakharov Environmental University,Belarus,Once,Yearly,0,0,4.0,0.0,0,0
184,Joannes,Female,29,20,49,0.0,89,0,Environmental Specialist,Amazon VPC,Paraguayan,Ningbo University of Technology,China,0,0,0,0,0.0,0.0,0,0
185,Rowney,Male,48,33,81,0.0,113,0,Legal Assistant,Clarity FSR,South American,Maritime University in Szczecin,Poland,Weekly,Monthly,0,0,0.0,4.0,0,0
186,Wallache,Male,4,30,34,0.0,86,0,Tax Accountant,MM modules,Osage,Stockholm School of Economics,Sweden,0,Never,0,0,2.0,0.0,0,0
187,Jammal,Male,35,20,55,0.0,110,0,Tax Accountant,Drama,Choctaw,China University of Political Science and Law,China,0,Never,1,0,3.0,2.0,0,0
188,Truda,Female,28,15,43,0.0,96,0,General Manager,Jigsaw,Vietnamese,Centennial College,Canada,0,Daily,1,0,5.0,0.0,0,0
189,Ethe,Male,48,30,78,0.0,96,0,Web Developer I,RPG Free,Mexican,St. Petersburg Institute of Sales Management and Economics,Russia,0,0,1,0,2.0,1.0,0,0
190,Clive,Male,29,24,53,0.0,108,0,Safety Technician IV,OEM contracts,Malaysian,Xi'an University of Architecture and Technology,China,Once,0,0,0,10.0,2.0,0,0
191,Brittany,Female,34,12,46,0.0,128,0,Geologist II,Clarity FSR,Ottawa,Technological Education Institute of Epiros,Greece,0,Daily,0,0,7.0,4.0,0,0
192,Giuditta,Female,29,18,47,0.0,124,1,Geological Engineer,CMMS,Native Hawaiian and Other Pacific Islander (NHPI),Fujian Normal University,China,0,Never,0,0,0.0,0.0,0,0
193,Waiter,Male,34,22,56,0.0,102,0,Product Engineer,Private Events,Black or African American,"Webster University, Thailand",Thailand,0,0,1,0,9.0,3.0,0,0
194,Gordon,Male,33,28,61,0.0,88,1,Business Systems Development Analyst,Facebook,Cherokee,Universitas Pelita Harapan,Indonesia,Never,0,0,0,0.0,0.0,0,0
195,Gaylene,Female,17,21,38,0.0,105,0,GIS Technical Architect,TCR,Cheyenne,Trisakti Institute of Tourism ,Indonesia,Daily,0,0,0,9.0,1.0,0,0
196,Karleen,Female,19,23,42,0.0,98,0,Marketing Manager,Tax Advisory,Melanesian,Lagos State University,Nigeria,0,Daily,1,0,0.0,0.0,1,0
197,Charlot,Female,38,23,61,0.0,122,0,Occupational Therapist,Ppk,South American,Wuhan Transportation University,China,0,Once,1,0,0.0,0.0,0,0
198,Zulema,Female,21,11,32,0.0,120,0,Environmental Specialist,Yii,Native Hawaiian and Other Pacific Islander (NHPI),Université Rennes I,France,Monthly,Daily,0,0,0.0,1.0,0,0
199,Cynthy,Female,21,10,31,0.0,114,0,Staff Scientist,Football,White,Universitas Proklamasi 45,Indonesia,0,0,0,0,6.0,2.0,0,0
200,Christy,Male,25,8,33,0.0,93,0,Database Administrator IV,NAS,Ottawa,Institut Teknologi Sepuluh Nopember,Indonesia,Never,0,0,0,3.0,0.0,0,0
201,Moll,Female,34,22,56,0.0,89,0,Teacher,UCP 600,Colombian,Harbin University of Civil Engineering & Architecture,China,0,0,0,0,0.0,0.0,0,0
202,Shell,Male,35,24,59,0.0,124,0,Internal Auditor,Operational Due Diligence,Tongan,Universidade Regional Integrada do Alto Uruguai e das Missões,Brazil,Seldom,Weekly,0,0,11.0,0.0,0,0
203,Karl,Male,26,16,42,0.0,97,0,Financial Analyst,CWS,Kiowa,Escola Superior de Artes e Design,Portugal,0,Once,1,0,4.0,2.0,0,0
204,Morgen,Female,27,16,43,0.0,102,1,Senior Sales Associate,Nitric Oxide,Mexican,Universidad de Carabobo,Venezuela,0,0,0,0,3.0,3.0,0,0
205,Danella,Female,39,16,55,0.0,94,1,Junior Executive,CTL,Black or African American,Ludong University,China,0,0,0,0,4.0,3.0,0,1
206,Consalve,Male,39,21,60,0.0,120,0,Web Designer III,Norton Utilities,Chippewa,"NGO Vladikavkaz Institute of Economics, Management, and Law",Russia,Daily,Seldom,0,0,0.0,0.0,0,0
207,Arnie,Male,33,16,49,0.0,69,0,Research Associate,FBCB2,Filipino,Sichuan Fine Art Institute,China,0,0,1,0,0.0,0.0,0,0
208,Netta,Female,22,30,52,0.0,49,1,Analog Circuit Design manager,TD-SCDMA,Puget Sound Salish,Universitas Gunadarma,Indonesia,0,Once,0,0,0.0,4.0,1,0
209,Gilli,Female,45,17,62,0.0,115,0,Director of Sales,IBM Servers,Melanesian,Escuela Superior Politécnica del Litoral,Ecuador,0,0,0,0,0.0,0.0,0,0
210,Robbyn,Female,23,-3,20,1.0,123,0,GIS Technical Architect,Kidney Transplant,Colombian,Instituto Superior de Assistentes e Intérpretes,Portugal,0,0,0,0,1.0,0.0,0,0
211,Bradney,Male,35,17,52,0.0,84,1,VP Accounting,Jigs,Guatemalan,Beijing University of Posts and Telecommunications,China,0,Never,0,0,0.0,2.0,0,0
212,Sandro,Male,30,17,47,0.0,66,0,Account Representative II,CCNP Certified,Thai,Ecole Supérieure de Commerce de Nantes-Atlantique,France,0,0,0,0,3.0,6.0,0,0
213,Berry,Female,18,9,27,0.0,90,0,Marketing Assistant,Umbilicals,Cuban,Hunan Agricultural University,China,Seldom,Seldom,0,0,1.0,0.0,0,0
214,Hillary,Male,31,21,52,0.0,117,0,Design Engineer,Xactly Incent,Vietnamese,University of Waterloo,Canada,0,0,1,0,0.0,3.0,0,0
215,Bartram,Male,21,19,40,0.0,109,1,Registered Nurse,Customer Service,Blackfeet,Ecole Nationale d'Ingénieurs de Metz,France,0,Often,0,0,0.0,4.0,0,0
216,Adena,Female,41,23,64,0.0,120,0,Environmental Tech,Euroclear,Nicaraguan,Southwest Forestry University,China,0,Seldom,1,0,4.0,0.0,0,0
217,Carlin,Female,24,15,39,0.0,99,1,Electrical Engineer,XMPP,Ottawa,Universitas Negeri Jakarta,Indonesia,0,0,1,0,5.0,0.0,0,0
218,Georgie,Male,44,18,62,0.0,88,0,Information Systems Manager,Nonprofits,Venezuelan,Universitas Palangka Raya,Indonesia,0,Seldom,0,0,6.0,5.0,0,0
219,Brinn,Female,21,24,45,0.0,96,0,Registered Nurse,SGBD,Thai,University of Montenegro,Montenegro,0,0,1,0,1.0,3.0,0,0
220,Margy,Female,18,30,48,0.0,90,0,Safety Technician III,Patient Advocacy,Pima,Politeknik Negeri Pontianak,Indonesia,Yearly,Yearly,0,0,7.0,0.0,0,0
221,Elfrida,Female,39,23,62,0.0,105,0,VP Quality Control,Aeroelasticity,Crow,"Davenport College of Business, Kalamazoo",United States,Weekly,Once,0,0,8.0,2.0,0,0
222,Ced,Male,58,23,81,0.0,146,0,VP Accounting,Broadcast,Bolivian,Taurida National V.I.Vernadsky University,Ukraine,0,0,0,0,4.0,0.0,0,0
223,Ami,Female,18,25,43,0.0,95,1,General Manager,DFSORT,Argentinian,Universidad Tecnológica de Honduras,Honduras,0,Weekly,0,0,0.0,1.0,0,0
224,Odele,Female,37,24,61,0.0,138,1,Social Worker,Differentiated Instruction,Paraguayan,University of Jan Evangelista Purkyne,Czech Republic,Often,0,0,1,0.0,2.0,0,0
225,Ted,Female,24,15,39,0.0,86,1,Civil Engineer,YMS,Alaska Native,Capilano College,Canada,Once,0,0,0,5.0,0.0,0,0
226,Adolph,Male,43,16,59,1.0,106,0,Statistician II,UCCE,Nicaraguan,University of South Bohemia,Czech Republic,Never,0,0,0,0.0,7.0,0,0
227,Lynnell,Female,24,27,51,0.0,110,1,Product Engineer,Business Rules,Houma,Civil Aviation University of China,China,Seldom,0,0,1,0.0,2.0,0,0
228,Maurene,Female,49,16,65,0.0,138,0,Accounting Assistant III,Ion Channels,Malaysian,Syktyvkar State University,Russia,0,Weekly,0,0,1.0,0.0,0,0
229,Sharron,Female,36,10,46,0.0,92,0,Librarian,iHotelier,Chamorro,Daugavpils University,Latvia,0,0,0,0,1.0,0.0,0,0
230,Kelsey,Female,30,12,42,0.0,88,0,Administrative Officer,VNA,Korean,Universitas Negeri Semarang,Indonesia,0,0,0,0,3.0,0.0,0,0
231,Connie,Female,28,10,38,0.0,104,1,Business Systems Development Analyst,Yacht Deliveries,Bangladeshi,European Humanities University,Belarus,0,Never,0,0,1.0,3.0,0,0
232,Rosy,Female,43,9,52,0.0,100,1,Senior Quality Engineer,PBIS,Pakistani,Lagos State University,Nigeria,0,Monthly,0,0,0.0,4.0,0,0
233,Luise,Female,42,17,59,0.0,82,0,Actuary,EGPRS,Pueblo,Pyongyang University of Science and Technology,North Korea,Yearly,Once,1,0,3.0,2.0,0,0
234,Valerye,Female,10,19,29,0.0,39,0,Social Worker,Special Events,Tlingit-Haida,Tbilisi Teaching University,Georgia,0,0,1,0,0.0,0.0,0,0
235,Monica,Female,42,27,69,0.0,90,0,GIS Technical Architect,Yacht Deliveries,Native Hawaiian,Phranakhon Si Ayutthaya Rajabhat University,Thailand,Monthly,Daily,1,0,1.0,2.0,0,0
236,Avictor,Male,16,26,42,0.0,120,0,Director of Sales,Kettlebells,Alaskan Athabascan,Syracuse University,United States,Once,0,0,0,4.0,1.0,0,0
237,Ingram,Male,17,26,43,0.0,100,0,Physical Therapy Assistant,EoMPLS,Navajo,Azerbaijan University ol Languages,Azerbaijan,0,0,0,0,9.0,3.0,0,0
238,Wake,Male,36,26,62,0.0,113,1,VP Marketing,AVEVA PDMS,South American,Toyama Medical and Pharmaceutical University,Japan,0,0,1,0,8.0,1.0,0,0
239,Henry,Male,35,23,58,0.0,84,0,Senior Quality Engineer,Capital IQ,Cree,University of Priština,Serbia,Monthly,Monthly,0,1,5.0,0.0,0,0
240,Roseanna,Female,5,25,30,0.0,138,1,GIS Technical Architect,MV,American Indian and Alaska Native (AIAN),Eichi University,Japan,0,Monthly,0,0,1.0,4.0,0,0
241,Aharon,Male,28,22,50,0.0,76,0,Tax Accountant,JReport,Seminole,Chongqing Vocational College of Public Transportation,China,0,0,0,0,0.0,0.0,0,0
242,Frank,Male,31,28,59,0.0,85,0,Biostatistician II,Packaging,Iroquois,Universidade de Guarulhos,Brazil,Weekly,0,1,0,6.0,0.0,0,0
243,Laurianne,Female,17,17,34,0.0,109,0,Associate Professor,DXX,Bangladeshi,Indus Institute of Higher Education,Pakistan,0,0,0,0,0.0,0.0,0,0
244,Eydie,Female,47,27,74,0.0,92,0,Programmer Analyst I,MW,Sri Lankan,Universidad San Sebastian,Chile,0,Never,1,0,0.0,0.0,0,0
245,Danny,Female,33,14,47,0.0,132,0,Database Administrator IV,NIST,Comanche,Universidade São Marcos,Brazil,0,0,0,1,0.0,2.0,0,0
246,Brandea,Female,25,17,42,0.0,98,1,Statistician III,Character Rigging,Pakistani,Universidad Privada de Tacna,Peru,0,Once,0,1,1.0,7.0,1,0
247,Elsbeth,Female,3,24,27,0.0,100,0,VP Quality Control,Political Economy,Creek,University College of Trollhättan/Uddevalla,Sweden,0,Daily,0,0,6.0,0.0,0,0
248,Maury,Male,33,14,47,0.0,50,0,Software Engineer IV,SDLC,Salvadoran,Acadia University,Canada,0,Yearly,1,0,0.0,1.0,0,0
249,Leo,Male,27,5,32,0.0,93,0,Mechanical Systems Engineer,CDPE,Chilean,Yaroslavl International University of Business and New Technologies,Russia,0,0,0,1,0.0,2.0,0,0
250,Gabriell,Female,15,30,45,0.0,105,0,Quality Control Specialist,SSI,Yakama,The CTL Eurocollege,Cyprus,0,0,0,0,8.0,0.0,0,0
251,Zach,Male,22,32,54,0.0,72,1,General Manager,Financial Services,Mexican,Volyn National University Lesja Ukrainka,Ukraine,Often,Once,0,0,2.0,3.0,0,0
252,Simone,Male,21,23,44,0.0,108,1,Marketing Assistant,QKA,Central American,Yan Shan University,China,0,0,0,0,10.0,0.0,0,0
253,Elnar,Male,42,17,59,0.0,110,0,Nurse,Skin Care,Aleut,Trakia University Stara Zagora,Bulgaria,0,0,0,0,6.0,0.0,0,0
254,Burton,Male,22,7,29,0.0,81,0,Staff Scientist,AJAX,Salvadoran,University of Technology,Mauritius,0,0,1,0,3.0,5.0,0,0
255,Myrtie,Female,28,31,59,0.0,133,1,Senior Developer,Record Keeping,Chickasaw,Ecole Centrale de Nantes,France,0,Yearly,0,0,0.0,1.0,0,0
256,Hayden,Male,24,11,35,0.0,89,1,Associate Professor,IGMP,Asian Indian,Mbarara University of Science and Technology,Uganda,Never,0,0,0,7.0,0.0,0,0
257,Adelaida,Female,23,19,42,0.0,92,0,General Manager,WS,Samoan,Universitas Bung Hatta,Indonesia,0,0,0,0,5.0,0.0,0,0
258,Hobart,Male,18,12,30,0.0,74,0,Quality Engineer,Business Ethics,Navajo,Centro Universitário de João Pessoa,Brazil,Once,Once,0,0,0.0,1.0,0,0
259,Morty,Male,33,18,51,0.0,93,0,Environmental Specialist,Ebooks,Costa Rican,Maritime University in Szczecin,Poland,0,0,0,1,0.0,0.0,0,0
260,Emmalyn,Female,37,10,47,0.0,135,0,Financial Advisor,MDRs,Bangladeshi,Dominican College,United States,Never,Often,0,0,6.0,3.0,1,0
261,Elyn,Female,31,21,52,0.0,74,1,Research Assistant I,Android SDK,Thai,Thaksin University,Thailand,0,Never,1,0,0.0,0.0,0,0
262,Denise,Female,31,9,40,0.0,117,0,VP Product Management,Nonprofits,Laotian,Open Polytechnic ,New Zealand,0,0,1,0,4.0,0.0,0,0
263,Carson,Male,9,23,32,0.0,89,0,Sales Representative,Student Financial Aid,Ecuadorian,Xuzhou Normal University,China,0,0,0,0,2.0,2.0,0,0
264,Annette,Female,36,18,54,0.0,86,0,Paralegal,Easily Adaptable,Spaniard,Kobe Women's University,Japan,Weekly,0,1,0,3.0,0.0,0,0
265,Hendrick,Male,20,25,45,0.0,122,0,Statistician III,Ice Cream,Menominee,Zhengzhou Grain University,China,0,0,0,0,0.0,0.0,0,0
266,Paulie,Male,32,4,36,0.0,84,0,Marketing Assistant,HBV,Comanche,Universidade da Madeira,Portugal,0,Yearly,1,0,10.0,5.0,1,0
267,Yves,Male,23,20,43,0.0,91,1,Human Resources Assistant IV,Unit Testing,Choctaw,Samara State Medical University,Russia,Once,0,0,0,0.0,0.0,0,0
268,Luise,Female,15,6,21,0.0,90,0,VP Accounting,Product Development,Malaysian,Tampere Polytechnic,Finland,Monthly,0,0,0,7.0,0.0,0,0
269,Kelvin,Male,18,20,38,0.0,83,0,Geologist II,DBs,Black or African American,Universidad Nacional de Ucayali,Peru,Never,0,0,0,1.0,1.0,0,0
270,Anneliese,Female,24,29,53,0.0,81,0,Environmental Specialist,Toad,Guatemalan,Hebei University,China,0,Yearly,0,0,0.0,7.0,0,0
271,Hildegaard,Female,25,19,44,0.0,54,0,Senior Cost Accountant,MCS,Peruvian,University of Moncton,Canada,Often,Monthly,0,0,1.0,0.0,0,0
272,Alfy,Female,28,21,49,0.0,102,1,Structural Engineer,JBoss EAP,Cheyenne,McMurry University,United States,0,0,1,0,0.0,0.0,0,0
273,Tabatha,Female,10,30,40,0.0,109,1,Chief Design Engineer,DC-9,Houma,Universidade Estadual do Ceará,Brazil,0,0,0,1,0.0,2.0,0,0
274,Douglass,Male,23,25,48,0.0,91,1,Data Coordiator,Cardiac MRI,Chippewa,Université Rennes II - Haute-Bretagne,France,Once,0,0,0,1.0,2.0,0,0
275,Norma,Female,30,21,51,0.0,110,0,Senior Editor,Organic Chemistry,Alaska Native,St. Mary's College of California,United States,Daily,Daily,1,0,5.0,6.0,0,0
276,Phelia,Female,20,13,33,0.0,102,1,Statistician I,TSW,Apache,Technical University of Crete,Greece,0,0,0,1,2.0,3.0,0,0
277,Wrennie,Female,51,18,69,0.0,120,0,Administrative Assistant III,New Product Ideas,Samoan,Chengdu University of Technology,China,0,0,0,0,3.0,2.0,0,0
278,Ado,Male,29,30,59,0.0,86,0,Director of Sales,Pneumatic Tools,Salvadoran,University of Kalamoon,Syria,0,Once,1,0,0.0,0.0,0,0
279,Tonia,Female,32,19,51,0.0,101,1,Account Representative II,Enterprise Software,Yaqui,Université de la Polynésie Française,French Polynesia,0,Often,0,0,5.0,7.0,0,0
280,Corty,Male,29,20,49,0.0,104,0,Business Systems Development Analyst,American Politics,Pima,Institut Sains & Teknologi Akprind,Indonesia,0,0,0,1,3.0,3.0,0,0
281,Pam,Female,25,28,53,0.0,79,1,Design Engineer,Juggling,Sri Lankan,Inner Mongolia University,China,0,0,1,0,2.0,1.0,0,0
282,Piggy,Male,22,30,52,0.0,120,0,Software Engineer IV,Ocean Transportation,Indonesian,Fujian University of Traditional Chinese Medicine,China,Never,Often,1,0,6.0,1.0,0,0
283,Jobye,Female,43,17,60,0.0,123,0,Quality Control Specialist,RLC,Ottawa,Université de Nantes,France,0,0,1,1,1.0,4.0,0,0
284,Caesar,Male,45,19,64,0.0,105,0,Recruiting Manager,JConsole,Eskimo,Universitas Islam Riau,Indonesia,Daily,0,0,1,2.0,2.0,0,0
285,Tab,Male,25,27,52,0.0,133,0,Human Resources Manager,DMZ,Puerto Rican,Gorno-Altaisk State University,Russia,0,0,0,0,3.0,3.0,0,0
286,Augy,Male,20,26,46,0.0,112,0,Recruiting Manager,DB2,Kiowa,Universitas Pattimura,Indonesia,Never,0,0,0,0.0,2.0,0,0
287,Noam,Male,22,18,40,0.0,102,0,Computer Systems Analyst IV,RMS,Apache,Université des Antilles et de la Guyane,French Guiana,Often,0,1,0,1.0,3.0,0,0
288,Sandor,Male,35,27,62,0.0,135,0,Graphic Designer,Public Administration,Asian Indian,Instituto Politécnico de Beja,Portugal,0,0,0,0,0.0,4.0,0,0
289,Jacob,Male,35,14,49,0.0,108,0,Structural Engineer,Unix,Bolivian,Nanchang University,China,Weekly,0,0,0,5.0,0.0,0,0
290,Enrico,Male,28,15,43,0.0,88,1,VP Sales,GT-Power,Dominican (Dominican Republic),University of Rousse,Bulgaria,0,0,0,0,5.0,5.0,0,0
291,Jeniffer,Female,21,30,51,0.0,89,0,VP Product Management,DSLAM,Ute,University of Sunderland,United Kingdom,0,Monthly,0,0,0.0,0.0,0,0
292,Nance,Female,20,22,42,0.0,102,0,Paralegal,PBMC isolation,Thai,Tuva State University,Russia,0,0,0,0,2.0,0.0,0,0
293,Danielle,Female,32,20,52,0.0,80,0,Operator,DDNS,Seminole,Universitas Ibn Khaldun Bogor,Indonesia,0,0,1,0,3.0,1.0,0,0
294,Gan,Male,29,17,46,0.0,107,1,Engineer IV,LDAP Administration,Laotian,University of Hydraulic Electric Engineering,China,0,0,0,1,0.0,0.0,0,0
295,Afton,Female,37,15,52,0.0,108,0,Accounting Assistant III,RDC,Chickasaw,Duksung Women's University,South Korea,0,0,0,0,0.0,0.0,0,0
296,Joel,Male,38,27,65,1.0,112,0,Help Desk Technician,Outside Sales,Indonesian,Wageningen University,Netherlands,0,Once,0,0,0.0,4.0,0,0
297,Dalila,Female,40,23,63,0.0,123,0,Business Systems Development Analyst,Organizational Leadership,Native Hawaiian,Universidad Nacional Autónoma de Honduras,Honduras,0,0,0,0,0.0,0.0,0,0
298,Fremont,Male,35,12,47,0.0,105,0,Electrical Engineer,Outdoors,Colville,Universitas Jember,Indonesia,0,Seldom,1,0,5.0,3.0,0,0
299,Kipp,Male,37,29,66,0.0,114,0,Teacher,ICP-OES,Vietnamese,Universitas Udayana,Indonesia,Daily,Seldom,1,0,6.0,0.0,0,0
300,Clotilda,Female,32,23,55,0.0,87,0,Marketing Manager,Character Animation,Taiwanese,University of Islamic Studies,Pakistan,0,0,0,0,0.0,0.0,0,0
301,Forrest,Male,33,26,59,0.0,97,0,Paralegal,Web TV,Aleut,Universidade Estadual do Norte Fluminense,Brazil,0,0,1,0,0.0,0.0,0,0
302,Kristal,Female,35,16,51,0.0,109,0,Senior Editor,Trade Marketing,Latin American Indian,Ecole Catholique d'Arts & Metiers,France,Never,Once,0,0,3.0,0.0,0,0
303,Dorian,Female,24,16,40,0.0,111,1,Payment Adjustment Coordinator,VDI,American Indian,Comrat State University,Moldova,0,Weekly,0,0,6.0,2.0,0,0
304,Evelyn,Female,23,20,43,0.0,130,0,Biostatistician II,First Time Home Sellers,Asian Indian,Guangdong University of Technology,China,Yearly,Monthly,1,0,2.0,4.0,0,0
305,Rudolfo,Male,34,17,51,0.0,71,1,Desktop Support Technician,Overseeing Projects,Blackfeet,University of Nebraska - Omaha,United States,0,Monthly,1,0,0.0,0.0,0,0
306,Durand,Male,16,40,56,1.0,110,0,Senior Cost Accountant,FSL,Seminole,Vietnam National University of Agriculture,Vietnam,Weekly,Weekly,0,0,2.0,2.0,0,0
307,Fraser,Male,42,17,59,0.0,104,0,Accountant II,Protein Expression,Vietnamese,Holy Angel University,Philippines,0,0,1,0,0.0,2.0,0,0
308,Carlin,Male,33,17,50,0.0,132,1,Programmer I,JDO,Chinese,Russian Academy of Theatre Arts,Russia,0,Seldom,0,0,9.0,3.0,0,0
309,Damara,Female,23,24,47,0.0,109,0,General Manager,DFT,Melanesian,Kiev School Of Economics,Ukraine,Never,Monthly,0,0,2.0,1.0,0,0
310,Tome,Male,26,21,47,0.0,91,0,Automation Specialist I,RC,Seminole,Universidad Católica Nordestana,Dominican Republic,0,0,0,0,6.0,0.0,0,0
311,Fallon,Female,24,10,34,0.0,89,0,Senior Financial Analyst,ODM,Indonesian,Ecole Normale Supérieure de Fontenay-Saint Cloud,France,Once,0,0,0,4.0,0.0,0,0
312,Elliot,Male,43,15,58,0.0,103,0,Product Engineer,Bhangra,Tongan,Semey State University,Kazakhstan,0,0,0,0,0.0,0.0,0,0
313,Rolph,Male,23,20,43,0.0,86,1,Senior Financial Analyst,Cellular Communications,Chamorro,Universitas Darma Agung,Indonesia,Weekly,0,0,0,7.0,0.0,0,0
314,Leopold,Male,6,15,21,0.0,67,1,Marketing Manager,Listings,Guatemalan,Universidad de La Guajira,Colombia,0,Yearly,0,0,8.0,9.0,0,0
315,Wesley,Male,29,14,43,0.0,101,0,Developer IV,Guided Reading,Pakistani,Ghulam Ishaq Khan Institute of Science & Technology,Pakistan,0,Monthly,1,0,0.0,3.0,0,0
316,Thornie,Male,30,27,57,0.0,101,1,Business Systems Development Analyst,Constructive Feedback,Sri Lankan,Universidade da Madeira,Portugal,0,0,0,0,11.0,0.0,0,0
317,Remus,Male,38,16,54,1.0,89,1,Account Executive,Spanish,Micronesian,Shenyang Jianzhu University,China,Weekly,Monthly,0,0,1.0,4.0,0,0
318,Quintus,Male,58,16,74,0.0,135,0,Senior Editor,GPFS,Choctaw,Hiroshima Kokusai Gakuin University,Japan,0,0,0,0,0.0,3.0,0,0
319,Daisy,Female,29,29,58,0.0,76,0,Information Systems Manager,Sports Writing,Guamanian,Université Notre Dame d'Haïti,Haiti,Often,Seldom,0,0,0.0,0.0,0,0
320,Luis,Male,37,17,54,0.0,98,0,General Manager,Juniper JNCIA,Bangladeshi,University of Zagreb,Croatia,Seldom,Daily,1,0,0.0,0.0,0,0
321,Ruy,Male,55,21,76,0.0,136,0,Software Test Engineer I,DHCP,Yakama,Medical University Pleven,Bulgaria,0,0,0,0,1.0,6.0,1,0
322,Wilhelm,Male,35,25,60,0.0,115,0,Legal Assistant,Bass Guitar,Chamorro,Universitas Lambung Mangkurat,Indonesia,0,0,0,0,0.0,0.0,1,0
